B1,B2,B3,S1.UV,S1.violet,S1.blue,S1.green,S1.yellow,S1.red,S2,S3,S4,S5,S6,S7,S8,S9,S10,H1,H2,H3,H4,H5,u,s,m,l,u.r,s.r,m.r,l.r,x,y,z,h.theta,h.phi,r.vec,r.max,r.achieved,Type,Species,Exp,SpeciesType
23091.1914277802,57.5840185231,131.6353122745,0.1371008198,0.1436229679,0.1458975755,0.4768020469,0.3263811207,0.2488560985,14.4037589669,0.4900551662,0.933404116,9162.7572525144,122.4963567715,-0.1971358666,2.1272630829,-0.7568768133,1.9855961174,540,570,494,1.1473240972,494,0.0948594425,0.1177950432,0.4822025358,0.3051429785,-0.1551405575,-0.1322049568,0.2322025358,0.0551429785,0.1147267114,0.1914375114,-0.1551405575,1.0308985676,-0.6074486162,0.271807159,0.4380014539,0.6205622301,Directionnel,RHAMIC,irid,RHAMIC_Directionnel
68262.3973356314,170.2304172958,489.8192597068,0.0677314967,0.0709094594,0.0838078526,0.5755280818,0.4182382506,0.2815405749,43.097900886,0.5884601686,5.1138723278,39299.12771335,478.4539901777,-0.2527385241,2.8106257259,-0.9115395362,14.3731811234,552,582,623,1.1143701639,506,0.0449109701,0.0612546579,0.5479599115,0.3458744604,-0.2050890299,-0.1887453421,0.2979599115,0.0958744604,0.1742933217,0.2435242891,-0.2050890299,0.9496028669,-0.6004789339,0.3629652208,0.4424483614,0.8203561194,Directionnel,RHAMIC,MAX,RHAMIC_Directionnel
3544.5584184844,8.8392978017,13.7803491396,0.1251315922,0.1356716094,0.1644914517,0.3666731686,0.2927098909,0.3517115642,5.557111742,0.3838696909,0.0816715852,1236.2624038189,11.3005809112,-0.2303922096,1.2784478094,-0.735474263,0.1044128592,599,356,486,0.8159700858,493,0.1071728089,0.1490680253,0.374651986,0.3691071798,-0.1428271911,-0.1009319747,0.124651986,0.1191071798,0.1347459129,0.0817163592,-0.1428271911,0.5451470286,-0.7363024839,0.2126819948,0.3722715423,0.5713087644,Directionnel,RHAMIC,MIN,RHAMIC_Directionnel
605.5219576168,1.5100298195,6.4338350716,0.4409839584,0.4727431442,0.2213257434,0.1822320245,0.1038100943,0.1621235632,9.1434012156,0.2910553747,0.1731524335,143.5036871009,5.7301762339,-0.2066602658,3.7947437593,-0.4709276658,0.6570691166,300,300,320,1.468836772,699,0.3949050706,0.2179367769,0.2349913825,0.15216677,0.1449050706,-0.0320632231,-0.0150086175,-0.09783323,-0.0402757393,0.0353126362,0.1449050706,2.4217599852,1.2167243947,0.1544881774,0.3947742944,0.39133292,Directionnel,SCHALB,irid,SCHALB_Directionnel
46802.3833079331,116.7141728377,429.4470458933,0.1620403383,0.2182885832,0.1972291003,0.5858851127,0.3322320394,0.0637640423,26.0424270646,0.6056268831,10.0662755188,21233.3782911682,412.9567608355,-0.251003544,3.5381886432,-0.4550312043,35.6163817199,550,581,517,-1.3594466738,518,0.1501277062,0.0990886483,0.6208926131,0.1298910324,-0.0998722938,-0.1509113517,0.3708926131,-0.1201089676,0.018862531,0.3580808346,-0.0998722938,1.5181682292,-0.2716392525,0.3722259452,0.6166301292,0.6036454068,Directionnel,SCHALB,irid,SCHALB_Directionnel
35777.1431972897,89.219808472,327.2268325597,0.1751772757,0.2310005209,0.2001902953,0.5757102999,0.2940679833,0.0583527842,31.8111043967,0.6062389229,7.7152545217,15723.6221003308,316.9402726064,-0.2524527998,3.5523532053,-0.6192169085,27.4073091304,546,569,512,-1.3421223644,518,0.1624141256,0.1015666791,0.6285410348,0.1074781606,-0.0875858744,-0.1484333209,0.3785410348,-0.1425218394,0.0036200283,0.3705371161,-0.0875858744,1.5610269596,-0.2321043357,0.380765209,0.6413068285,0.5937332835,Directionnel,SCHALB,irid,SCHALB_Directionnel
48666.4297315509,121.3626676597,454.13722207,0.1559682186,0.2114312688,0.1885625065,0.6014130863,0.3588553941,0.0625838224,33.070112743,0.6164376625,10.9339047848,22822.422451512,440.4046646517,-0.2414029851,3.628831445,-0.3609056395,39.6772974997,551,581,585,-1.377408013,519,0.1366204627,0.0926132997,0.6276670457,0.1430991919,-0.1133795373,-0.1573867003,0.3776670457,-0.1069008081,0.0309161688,0.3604906737,-0.1133795373,1.4852443069,-0.3036719832,0.3791625705,0.6022786069,0.6295468013,Directionnel,SCHALB,MAX,SCHALB_Directionnel
2166.0800144517,5.4016957966,11.4780080206,0.3006657969,0.34088858,0.2386592978,0.3212157203,0.1559735803,0.1487432305,5.4317760107,0.1430228203,0.3562071733,148.4024799607,9.3648855358,-0.0155077451,1.7336936193,-0.5682166293,0.6175541035,300,300,316,-0.9459403782,493,0.2856434008,0.1854748499,0.3841908278,0.1446909216,0.0356434008,-0.0645251501,0.1341908278,-0.1053090784,-0.0249749535,0.1549327117,0.0356434008,1.7306201606,0.2233364039,0.1609296289,0.382041205,0.4212363138,Directionnel,SCHALB,MIN,SCHALB_Directionnel
550.6776682008,1.373261018,2.4687272556,0.2287034446,0.2531259106,0.2393267676,0.2236373005,0.1761071731,0.3150200864,2.7679029602,0.140957176,0.0611736275,62.8967798617,1.5768147532,-0.0484986948,1.1482265444,-0.5044916314,0.0702411829,300,300,641,0.0834199256,699,0.2125815799,0.2460491131,0.2523460934,0.2890232136,-0.0374184201,-0.0039508869,0.0023460934,0.0390232136,0.0263161546,-0.0107410015,-0.0374184201,-0.3875144857,-0.9211674427,0.0469898634,0.3139487408,0.1496736802,Directionnel,UROBEN,irid,UROBEN_Directionnel
8981.536127962,22.3978457056,93.4922697415,0.1780416683,0.1945456143,0.2442344294,0.4754465212,0.1251680808,0.1128041529,18.4272851273,0.6118360184,2.5944397043,3323.7985775481,88.4186916698,-0.2165662168,3.947642681,-0.4160433832,10.2419209101,525,544,497,-1.4250278723,505,0.1595747157,0.1933278258,0.5656655009,0.0814319576,-0.0904252843,-0.0566721742,0.3156655009,-0.1685680424,-0.0685219454,0.3028436586,-0.0904252843,1.7933114249,-0.2833877793,0.3233980065,0.4796253219,0.6742721698,Directionnel,UROBEN,irid,UROBEN_Directionnel
4663.6136725612,11.6299592832,46.488245675,0.170427488,0.1871212975,0.2542454657,0.4556836863,0.1246144858,0.1301772224,15.0112036821,0.594443969,1.3020156567,1661.1358010367,43.3913424113,-0.195734406,3.7309969325,-0.43040731,4.8578164214,525,544,496,-1.4409647768,505,0.1568316683,0.2059853839,0.5419623417,0.0952206062,-0.0931683317,-0.0440146161,0.2919623417,-0.1547793938,-0.0678292967,0.2767328479,-0.0931683317,1.8111650104,-0.316033649,0.2997702798,0.4841895817,0.6191175754,Directionnel,UROBEN,irid,UROBEN_Directionnel
14992.5352567477,37.3878684707,166.6614663871,0.1773246667,0.1941425255,0.2387687804,0.4896677035,0.1169025278,0.1051681689,24.8541704493,0.6286796137,4.9437318738,5811.9633608459,159.9558929009,-0.2266640386,4.2782832893,-0.4447493397,21.1506854626,525,544,498,-1.4321393469,505,0.1605844687,0.1849279498,0.5821019907,0.0723855908,-0.0894155313,-0.0650720502,0.3321019907,-0.1776144092,-0.0689178385,0.3206341903,-0.0894155313,1.7825173003,-0.2661744181,0.3399280654,0.4784635252,0.7104576368,Directionnel,UROBEN,MAX,UROBEN_Directionnel
1242.5076903146,3.0985229185,8.2705319842,0.2033392382,0.2235327494,0.2655083488,0.3392340607,0.1379845688,0.2010834346,5.2239314368,0.4458047742,0.1916856052,230.7366095691,6.6873312695,-0.1514974613,2.1582319852,-0.4380061795,0.4137020042,520,544,548,1.5678155161,493,0.1911940982,0.2387062395,0.4023129277,0.1677867345,-0.0588059018,-0.0112937605,0.1523129277,-0.0822132655,-0.04342915,0.1407612301,-0.0588059018,1.87006089,-0.3798184077,0.1586125754,0.4823205065,0.3288530619,Directionnel,UROBEN,MIN,UROBEN_Directionnel
1891.5559494694,4.7170971308,6.5929780561,0.2016712772,0.2251719412,0.2583862558,0.2687023495,0.1908060933,0.2787509452,2.2840573701,0.3087889371,0.0454271158,212.0724829946,3.7064577164,-0.0583264942,0.7857497129,-0.4332654742,0.0356943432,508,532,620,0.9292935518,468,0.1944466955,0.2483937813,0.2936299481,0.263529575,-0.0555533045,-0.0016062187,0.0436299481,0.013529575,0.0092687428,0.0266354891,-0.0555533045,1.2359179975,-1.1010406992,0.0623019142,0.2803699744,0.2222132179,Directionnel,BOUFUL,irid,BOUFUL_Directionnel
48478.3582504608,120.8936614725,434.5430057677,0.1514256675,0.1593956674,0.2402245087,0.552528741,0.226344721,0.0651221262,25.2007539195,0.6722409297,9.3500429883,23067.8608624669,417.2997515716,-0.2841775788,3.4517918184,-0.1329722119,32.274401889,531,568,490,-1.3607336551,493,0.1159614829,0.1865395229,0.6041556854,0.0933433088,-0.1340385171,-0.0634604771,0.3541556854,-0.1566566912,-0.0570707926,0.3282490579,-0.1340385171,1.7429398282,-0.3824949381,0.3591251084,0.5731084732,0.6266267647,Directionnel,BOUFUL,irid,BOUFUL_Directionnel
53115.2757732901,132.4570468162,466.4946190216,0.1815887666,0.1891876272,0.2837996988,0.4928256342,0.1747827753,0.0513086308,24.1436083196,0.6565999393,9.8228884327,21901.5951821573,447.1729578662,-0.2829040744,3.3759846578,0.3614782555,33.161920644,524,556,483,-1.1944579442,481,0.1342693092,0.2347850124,0.5590335347,0.0719121437,-0.1157306908,-0.0152149876,0.3090335347,-0.1780878563,-0.0997388553,0.2868625839,-0.1157306908,1.9054105261,-0.3640731537,0.3250101138,0.4562496857,0.7123514252,Directionnel,BOUFUL,irid,BOUFUL_Directionnel
46913.4643239184,116.9911828527,421.6959840408,0.1278671574,0.135001701,0.2539738196,0.5577433185,0.2315362759,0.0698118074,23.7176203176,0.6806372656,8.8742919117,23751.6603716587,403.9161233974,-0.3044394398,3.4525347428,-0.0027226363,30.6388011425,531,568,570,-1.3587155378,493,0.0974096382,0.2001451704,0.6035715116,0.0988736799,-0.1525903618,-0.0498548296,0.3535715116,-0.1511263201,-0.0620158693,0.3210703804,-0.1525903618,1.7616001348,-0.4365972989,0.3608545077,0.5912144506,0.6103614472,Directionnel,BOUFUL,MAX,BOUFUL_Directionnel
5488.0508420662,13.6859123244,34.7534170032,0.1333927239,0.1485366162,0.3031076974,0.396993684,0.1969189413,0.1756288535,6.3815012656,0.5121814351,0.5263872362,1752.7631031019,29.3074544378,-0.1874856983,2.1414322804,-0.1731249452,1.1272226195,518,556,562,-1.3892006456,481,0.1203440576,0.2676735822,0.4336868819,0.1782954784,-0.1296559424,0.0176735822,0.1836868819,-0.0717045216,-0.0547326871,0.1489890616,-0.1296559424,1.9228525363,-0.6849387275,0.2049489471,0.3951784688,0.5186237695,Directionnel,BOUFUL,MIN,BOUFUL_Directionnel
7082.140793914,17.6611989873,52.7671300056,0.1516508718,0.1677114458,0.2686787935,0.4893976829,0.2283340079,0.0994185144,8.2469211372,0.5855171312,0.9739128623,2855.2091161412,46.368726392,-0.2566745866,2.6254574463,0.2898444226,2.5569667764,531,568,571,-1.3188102981,493,0.1282391842,0.2150065328,0.5265574113,0.1301968717,-0.1217608158,-0.0349934672,0.2765574113,-0.1198031283,-0.0519350987,0.2502844821,-0.1217608158,1.775397008,-0.4445431796,0.2831347254,0.5813338296,0.4870432632,Directionnel,DAMJUL,irid,DAMJUL_Directionnel
37824.4077600084,94.3252063841,355.1620026998,0.0962876856,0.109569828,0.1451948053,0.6782279223,0.4236871563,0.0885002558,18.6133801664,0.6985320089,7.7687218072,22841.9291686724,336.080997556,-0.326924769,3.5630030449,0.1917697154,27.6799794541,555,593,592,-1.5668280253,518,0.0782340616,0.0986922649,0.6296691483,0.1934045252,-0.1717659384,-0.1513077351,0.3796691483,-0.0565954748,0.0579991776,0.3419715141,-0.1717659384,1.4027926612,-0.4598079298,0.3870554982,0.5633472821,0.6870637535,Directionnel,DAMJUL,irid,DAMJUL_Directionnel
25882.4861781685,64.5448533121,233.2641774631,0.1128151122,0.1259260813,0.1956346637,0.6280560303,0.3292222386,0.0721398389,17.3324438075,0.6800363659,5.1050857113,14529.6381134131,219.8059381026,-0.3111496659,3.4054758331,0.2693357699,17.3852460153,545,581,582,-1.4625618678,506,0.0910954888,0.1400412142,0.6301909258,0.1386723712,-0.1589045112,-0.1099587858,0.3801909258,-0.1113276288,-0.0008382417,0.347072144,-0.1589045112,1.5732115021,-0.4293557927,0.3817203419,0.6005498823,0.6356180447,Directionnel,DAMJUL,irid,DAMJUL_Directionnel
70829.098569377,176.6311685022,661.2765725751,0.113285834,0.1287031875,0.1139891722,0.6708089627,0.5120586101,0.1107051261,24.4402500236,0.6866140609,14.7970570962,39461.4135797362,634.2197064655,-0.2960159636,3.5906443457,0.3184714188,53.1309693962,570,606,525,1.4847398848,531,0.0902802968,0.0735843085,0.5592664078,0.2768689869,-0.1597197032,-0.1764156915,0.3092664078,0.0268689869,0.1244859337,0.2715571186,-0.1597197032,1.1409663257,-0.4909905674,0.3387482841,0.4800427348,0.7056627661,Directionnel,DAMJUL,MAX,DAMJUL_Directionnel
4468.9676512611,11.1445577338,31.0263178568,0.1299962719,0.1483706807,0.3018628457,0.452170685,0.2153317698,0.1253688418,10.278130364,0.5595136571,0.4913706052,1742.0786500608,28.0076445419,-0.2416347983,2.5131230158,0.1829045155,1.2348747773,525,568,570,-1.2943478985,481,0.1223804952,0.248754811,0.483528224,0.1453364698,-0.1276195048,-0.001245189,0.233528224,-0.1046635302,-0.0633305415,0.2025737776,-0.1276195048,1.8737991818,-0.5413681545,0.2476562756,0.4851458169,0.5104780191,Directionnel,DAMJUL,MIN,DAMJUL_Directionnel
1087.7594841458,2.7126171674,7.3116666639,0.0579822451,0.0716927907,0.3154528137,0.4691314201,0.2444812965,0.166734933,Inf,0.5714774224,0.098564295,510.5981784676,7.3116666639,-0.3291364934,2.6954288838,-0.1432618055,0.2656730476,524,569,581,-1.4086845692,324,0.0618118675,0.2691240336,0.4905297052,0.1785343936,-0.1881881325,0.0191240336,0.2405297052,-0.0714656064,-0.0554745985,0.1885857262,-0.1881881325,1.8568878289,-0.763602345,0.2721337546,0.3615182198,0.7527525301,Directionnel,HELBAR,irid,HELBAR_Directionnel
39310.4249336943,98.0309848721,328.249488064,0.1230835961,0.1326199003,0.1567738676,0.6474393593,0.40717717,0.0816743636,24.9806168311,0.6706283516,6.5501727281,21635.0746835038,315.109320618,-0.3043770794,3.2143849318,0.0654358368,21.0547765175,555,594,505,-1.5475129828,506,0.0941698265,0.110608587,0.5921867547,0.2030348318,-0.1558301735,-0.139391413,0.3421867547,-0.0469651682,0.0565992846,0.3078495758,-0.1558301735,1.3889731502,-0.4619222355,0.3496539479,0.5609535371,0.6233206938,Directionnel,HELBAR,irid,HELBAR_Directionnel
38204.1993800624,95.272317656,310.0627419026,0.1487393314,0.1583592994,0.1802567548,0.6177677684,0.3538990899,0.0621122896,28.346967667,0.657700426,5.9663145117,19414.1085125591,299.1246145676,-0.3219474336,3.1396802547,0.3700888296,18.7323198659,546,593,498,-1.4653319954,506,0.1135381144,0.130766171,0.5912992811,0.1643964334,-0.1364618856,-0.119233829,0.3412992811,-0.0856035666,0.0205942457,0.3137559918,-0.1364618856,1.50525257,-0.4094656684,0.3427663804,0.6279525946,0.5458475423,Directionnel,HELBAR,irid,HELBAR_Directionnel
1564.1334308061,3.9005821217,10.4869156932,0.1110328668,0.1232010711,0.296970537,0.4539014538,0.2288356844,0.1470875059,9.3548641444,0.5534766401,0.1424465128,628.6736121762,9.3659036152,-0.259001451,2.4011553463,-0.016582867,0.3420362059,524,569,477,-1.3723077576,481,0.0961958962,0.2573291091,0.482358427,0.1641165677,-0.1538041038,0.0073291091,0.232358427,-0.0858834323,-0.057080791,0.1920753667,-0.1538041038,1.8596631653,-0.6546523681,0.2526002089,0.4105875635,0.6152164151,Directionnel,HELBAR,MIN,HELBAR_Directionnel
2522.6170904902,6.290815687,12.3337980084,0.2491499079,0.2708133768,0.2273460172,0.2039361267,0.1637285561,0.3256745129,4.3520729285,0.2066205024,0.3590298164,346.224761282,9.499792648,-0.1409423403,1.5101050676,-0.5654998626,0.5421727452,700,356,348,-0.2333410364,300,0.2379018041,0.2450285586,0.2346033148,0.2824663225,-0.0120981959,-0.0049714414,-0.0153966852,0.0324663225,0.0229258546,-0.0206080089,-0.0120981959,-0.732206026,-0.3739882042,0.0331157242,0.5377086659,0.0615867407,Directionnel,HELJAM,irid,HELJAM_Directionnel
32504.4915719398,81.0585824737,318.3544409419,0.1238896934,0.1382999411,0.3499886091,0.4656254441,0.132581951,0.0716899347,14.089131639,0.6790719388,7.2953254541,15093.4225350181,295.7586948662,-0.3060429927,3.6487030224,0.530876631,26.6184760342,519,544,553,-1.1596533365,493,0.1129608373,0.2881475902,0.5265014171,0.0723901555,-0.1370391627,0.0381475902,0.2765014171,-0.1776098445,-0.1321239058,0.2448233799,-0.1370391627,2.0656742868,-0.4577039304,0.310120857,0.4365198026,0.7104393779,Directionnel,HELJAM,irid,HELJAM_Directionnel
25369.5200183783,63.2656359561,247.4678134987,0.1503820352,0.1654534909,0.3856323856,0.4133588211,0.1022351379,0.0619803407,16.5098931191,0.6668226718,6.0953709253,10623.0374477038,232.4787513823,-0.3014370569,3.674644977,0.9238356542,22.3983241537,514,544,547,-0.9957750182,481,0.1317050575,0.3330913527,0.4719801761,0.0632234136,-0.1182949425,0.0830913527,0.2219801761,-0.1867765864,-0.1652596872,0.1936219538,-0.1182949425,2.277328824,-0.4350155973,0.2807025447,0.3757196634,0.7471063456,Directionnel,HELJAM,irid,HELJAM_Directionnel
84428.0028449455,210.5436479924,862.385533188,0.1224711305,0.1364679974,0.2706314194,0.560142129,0.1897879541,0.0568391073,18.4769120528,0.7023279963,21.8475083986,44419.8504270396,815.7118503387,-0.3204020319,3.8743123249,0.4984104558,84.6440710562,530,556,494,-1.3121562504,494,0.1040354898,0.2049518522,0.6245175448,0.0664951132,-0.1459645102,-0.0450481478,0.3745175448,-0.1835048868,-0.0847870905,0.3456295959,-0.1459645102,1.8113579195,-0.3892290695,0.3846482894,0.5240300355,0.7340195473,Directionnel,HELJAM,MAX,HELJAM_Directionnel
7115.6905045035,17.744864101,38.3536591639,0.1623168612,0.1886275584,0.3706659623,0.2874426373,0.1457918462,0.1883452844,16.9028886346,0.4409492591,0.6048599268,1483.8138967012,36.0845997154,-0.1710576409,2.033523588,0.1387714955,1.2299969287,505,543,452,-0.9572307692,300,0.168727835,0.3470988794,0.3117584578,0.1724148278,-0.081272165,0.0970988794,0.0617584578,-0.0775851722,-0.1069716982,0.0367706869,-0.081272165,2.8105035521,-0.6230284041,0.1392845736,0.4284510374,0.3250886599,Directionnel,HELJAM,MIN,HELJAM_Directionnel
2297.9214680591,5.7304774765,15.1881002276,0.297010645,0.3177621407,0.1911417519,0.2173496122,0.165105322,0.3004428749,4.9062055612,0.1969000243,0.3860344216,362.452712921,12.0924084475,-0.1315426348,2.1101921257,-0.6457096063,0.8146067968,300,300,691,-0.4340880799,699,0.2644952104,0.1974137826,0.2636337742,0.2744572328,0.0144952104,-0.0525862174,0.0136337742,0.0244572328,0.0471792853,0.0195856321,0.0144952104,0.3934827807,0.2764896383,0.0530998405,0.2524418144,0.2103448696,Directionnel,HELSTR,irid,HELSTR_Directionnel
20205.6108431019,50.3880569653,159.7751800119,0.1573296128,0.1671157085,0.2592613126,0.5165342623,0.2325272025,0.0755989322,12.2633598328,0.616370818,3.0410216037,8692.5197908908,146.7465172156,-0.278254171,2.9123273659,0.2753222568,8.8564504369,531,569,489,-1.3035282995,493,0.1127183509,0.2141754429,0.5618722725,0.1112339337,-0.1372816491,-0.0358245571,0.3118722725,-0.1387660663,-0.0630385427,0.2822541057,-0.1372816491,1.7905298956,-0.4431883969,0.3201366727,0.5767560491,0.5550642654,Directionnel,HELSTR,irid,HELSTR_Directionnel
6946.9602331466,17.324090357,47.5507951164,0.2327419024,0.2457138111,0.2770925719,0.4058467567,0.1693878682,0.0928952253,8.3444975836,0.5288383135,0.8508195336,1781.2596442024,41.852333988,-0.2047697074,2.4158459766,0.1641818355,2.0554489471,523,556,562,-1.0998298655,481,0.1742961051,0.2451226912,0.4692944524,0.1112867512,-0.0757038949,-0.0048773088,0.2192944524,-0.1387132488,-0.0819574406,0.2058315229,-0.0757038949,1.9497304261,-0.3292649937,0.2341254313,0.4219593898,0.5548529951,Directionnel,HELSTR,irid,HELSTR_Directionnel
31863.8066250357,79.4608644016,281.2353749502,0.1224718829,0.1301818305,0.2265328557,0.5949946059,0.2837806742,0.0646742325,17.7585399518,0.6731362257,5.5671023852,16983.1603655498,265.3987478563,-0.3054307714,3.3399932137,0.1662427578,18.5940841867,538,569,495,-1.3955661917,505,0.0856206787,0.1776624141,0.6201822274,0.1165346798,-0.1643793213,-0.0723375859,0.3701822274,-0.1334653202,-0.0374329396,0.3345206785,-0.1643793213,1.6822329719,-0.4542759502,0.3746009485,0.5697203052,0.6575172853,Directionnel,HELSTR,MAX,HELSTR_Directionnel
2024.7733154431,5.0493100136,14.2577638506,0.3569213066,0.3741119657,0.2512200256,0.2983407362,0.1396435978,0.1008548889,7.6489471991,0.2529449038,0.2031634712,199.8386444286,12.3937473423,-0.0076858571,2.4545427611,0.1791542954,0.4986734275,300,300,492,0.1851417571,481,0.2811441355,0.2368243709,0.3573544098,0.1246770838,0.0311441355,-0.0131756291,0.1073544098,-0.1253229162,-0.0686759074,0.1248776615,0.0311441355,2.0735976903,0.2151484987,0.1458792918,0.2910068169,0.5012916649,Directionnel,HELSTR,MIN,HELSTR_Directionnel
1026.7629868023,2.5605062015,5.1350204246,0.0794689704,0.1038304361,0.2568941566,0.2937358962,0.2300926622,0.3776912045,Inf,0.2273631529,0.1372553672,292.8935111985,5.1350204246,-0.3406535682,2.0054708017,-0.5677580019,0.2752616312,700,300,471,0.942015819,344,0.0918843773,0.2497399384,0.3185447108,0.3398309734,-0.1581156227,-0.0002600616,0.0685447108,0.0898309734,0.0551692665,0.0168003303,-0.1581156227,0.2956014797,-1.2210536254,0.1683046322,0.2661100612,0.6324624908,Directionnel,HEMLUD,irid,HEMLUD_Directionnel
52199.524127261,130.173376876,365.9026329173,0.1056953593,0.1424788488,0.2694478576,0.5118143912,0.2812993197,0.122565203,11.9892170494,0.5503663585,5.9583131231,23457.2039371893,335.3833228231,-0.1879316049,2.5764356036,0.2400927017,15.3512100677,539,581,499,-1.3701314685,506,0.1046390946,0.1942019453,0.5335718436,0.1675871165,-0.1453609054,-0.0557980547,0.2835718436,-0.0824128835,-0.0162981876,0.2493805193,-0.1453609054,1.6360582102,-0.5268154179,0.289112551,0.4972323031,0.5814436214,Directionnel,HEMLUD,irid,HEMLUD_Directionnel
65552.9753484842,163.4737539862,461.6245038811,0.1238652859,0.1625177951,0.2821000069,0.4913640481,0.2515194896,0.112374209,9.9605696586,0.5426847629,7.6267448143,27657.8574387744,415.2793128225,-0.1697261449,2.5403424262,0.282540773,19.3745434257,535,569,578,-1.305361137,494,0.1208684947,0.2039875394,0.5271498149,0.147994151,-0.1291315053,-0.0460124606,0.2771498149,-0.102005849,-0.0342888077,0.2483068887,-0.1291315053,1.7080189277,-0.4757014762,0.2819698193,0.5458966396,0.5165260213,Directionnel,HEMLUD,irid,HEMLUD_Directionnel
125878.563419777,313.9116294758,992.2721690901,0.0856052497,0.1205290852,0.2609762255,0.5489296381,0.2850015483,0.1140917056,20.8070419002,0.5944279653,17.4199889675,64100.0304611295,944.5829216781,-0.226018541,3.009072723,0.1128344699,52.4180136364,539,569,581,-1.3978741194,506,0.0889808799,0.1835058882,0.5753964973,0.1521167347,-0.1610191201,-0.0664941118,0.3253964973,-0.0978832653,-0.0192218524,0.2882062488,-0.1610191201,1.6373924795,-0.5085492566,0.3306954468,0.5134412709,0.6440764806,Directionnel,HEMLUD,MAX,HEMLUD_Directionnel
3683.3274085914,9.1853551336,21.2749016032,0.08385819,0.1192975377,0.2949779287,0.4211449188,0.2422755607,0.2095262272,62.7591118765,0.4638929513,0.2622880725,1371.3607421181,20.9359085714,-0.2456035168,2.2792704546,-0.1600746133,0.5978254542,529,568,486,-1.4977768952,494,0.1025328696,0.2327467431,0.4499341751,0.2147862122,-0.1474671304,-0.0172532569,0.1999341751,-0.0352137878,-0.010998534,0.1599247125,-0.1474671304,1.6394614053,-0.7437179433,0.2178151417,0.3692604941,0.5898685216,Directionnel,HEMLUD,MIN,HEMLUD_Directionnel
1864.5859838639,4.6498403588,8.910153601,0.2774039433,0.3020924211,0.1885165443,0.1987343405,0.1714683813,0.341661989,3.3683066603,0.2090900474,0.1134103396,370.3257841209,6.264861916,-0.1723836453,1.3473283882,-0.6934820208,0.1528009701,700,300,632,-0.3541713829,699,0.2693668145,0.1890615098,0.2293056113,0.3122660644,0.0193668145,-0.0609384902,-0.0206943887,0.0622660644,0.0754470732,-0.0151025109,0.0193668145,-0.1975624605,0.2465787894,0.079343684,0.3255072604,0.2437539609,Directionnel,LESNUN,irid,LESNUN_Directionnel
38707.5433960981,96.5275396411,381.4267441776,0.1361786307,0.1440812845,0.202635627,0.5492116248,0.2091544119,0.1221179288,51.431392965,0.6591473551,9.0586648427,18473.7483223964,374.0105199186,-0.2506369288,3.8746509163,-0.8291417174,35.0991640334,527,556,562,-1.5690998322,494,0.1017081145,0.1499687677,0.6210054758,0.1273176421,-0.1482918855,-0.1000312323,0.3710054758,-0.1226823579,-0.0138709249,0.3410816327,-0.1482918855,1.6114413936,-0.4098142718,0.3721821678,0.6274486404,0.5931675422,Directionnel,LESNUN,irid,LESNUN_Directionnel
37292.1059942652,92.9977705593,356.2462996412,0.1357769258,0.143672011,0.2581361775,0.4841709395,0.1695547785,0.1328564423,39.2189859684,0.6403818211,8.1079548755,15847.5491623677,347.1627833073,-0.233266143,3.7330226437,-0.7779996546,30.2671791438,521,544,555,-1.4877049292,493,0.1074406083,0.2059364405,0.5533777978,0.1332451535,-0.1425593917,-0.0440635595,0.3033777978,-0.1167548465,-0.0445141405,0.2713783908,-0.1425593917,1.7333783027,-0.4782498771,0.3097594549,0.5432112383,0.570237567,Directionnel,LESNUN,irid,LESNUN_Directionnel
42923.9191326655,107.0421923508,424.0428407402,0.1310937849,0.1391120314,0.1625708183,0.5969898664,0.2592199456,0.1185171207,45.1146327173,0.671937368,9.3599223688,22261.1779082259,414.6436100427,-0.2859419373,3.8736464653,-0.8156641878,36.2570301998,536,568,569,1.522829208,505,0.0945414109,0.1149884288,0.6565878576,0.1338823027,-0.1554585891,-0.1350115712,0.4065878576,-0.1161176973,0.0115700876,0.3762886356,-0.1554585891,1.5400581053,-0.3916127288,0.4073013346,0.6549997284,0.6218343565,Directionnel,LESNUN,MAX,LESNUN_Directionnel
3874.6587685267,9.6624906946,19.1902719153,0.1912970498,0.2070709201,0.2215866162,0.3503496019,0.2095069531,0.2449694504,4.9311894585,0.398530201,0.2460825961,803.8937296414,15.298660758,-0.133348535,1.5833040612,-0.5933500916,0.3896235738,524,556,484,1.1740386714,481,0.1643861531,0.1990093955,0.3929142518,0.2436901996,-0.0856138469,-0.0509906045,0.1429142518,-0.0063098004,0.0273612928,0.121314389,-0.0856138469,1.348967607,-0.6029161424,0.1509819596,0.4408806666,0.3424553876,Directionnel,LESNUN,MIN,LESNUN_Directionnel
689.9797420062,1.7206477357,9.1534237682,0.6730264594,0.6985036765,0.136113799,0.1008827099,0.061423593,0.094305623,20.4459738406,0.4771094598,0.1270322365,386.7081219303,8.7057354438,-0.5700573543,5.0595687097,-0.2811368804,0.6427283291,300,300,342,1.5296187251,481,0.6320942464,0.1306954968,0.1358933033,0.1013169535,0.3820942464,-0.1193045032,-0.1141066967,-0.1486830465,-0.0179906101,0.0140622878,0.3820942464,2.4781438192,1.5111061368,0.3827759438,0.643610608,0.594732186,Directionnel,METTYR,irid,METTYR_Directionnel
